ecotype,days_after_sowing,mean,std
adh1,0.5,0.711678094265068,0.029761051577319137
adh1,1.0,0.7765733461540454,0.028491824397164023
adh1,1.5,0.7613247071058087,0.024074615961063153
adh1,2.0,0.8155709137983039,0.022922610851861834
adh1,2.5,0.8341449289266742,0.056299645302773045
adh1,3.0,0.9215595308807187,0.07640271411330303
adh1,3.5,1.001539246872601,0.15766689347635438
adh1,4.0,1.1432213369191504,0.1542507690430976
adh1,4.5,1.2273008811604464,0.155381453645714
adh1,5.0,1.2563742115829406,0.16113696232023378
adh1,5.5,1.3008014853608878,0.1303354425212498
adh1,6.0,1.4116187653962635,0.12573761665271507
adh1,6.5,1.2999356638035535,0.12202333094734653
adh1,7.0,1.6386961214787719,0.12987184170265645
adh1,7.5,1.474162499011084,0.13913986492924219
adh1,8.0,1.7905000855896205,0.12798147524055448
adh1,8.5,1.6753656899538754,0.1408299443791498
adh1,9.0,1.9360836176502065,0.14834745460793047
adh1,9.5,1.9060973278154865,0.14636929047065442
adh1,10.0,2.069397071850326,0.1250107142997235
adh1,10.5,2.024705104080482,0.17433393821607449
adh1,11.0,2.21027231500201,0.17018144644527647
adh1,11.5,2.16305647083778,0.17516355772746575
adh1,12.0,2.5228127128267595,0.18162604805730767
adh1,12.5,2.4841343247013508,0.13267331729007517
adh1,13.0,2.822067750591942,0.20867394365032887
adh1,13.5,2.9304944031291793,0.21564647992661876
adh1,14.0,3.261722178835001,0.11658146276806167
adh1,14.5,3.356126459602222,0.13596659961355725
adh1,15.0,3.5178980101910096,0.16368094938684027
adh1,15.5,3.6503165307606613,0.1711304580544769
adh1,16.0,4.063078047174093,0.33515525272517294
adh1,16.5,4.212062230777058,0.4065821180875055
adh1,17.0,4.511441703369875,0.4627364362789763
adh1,17.5,4.76928018590162,0.40006917462893077
adh1,18.0,4.990668472245539,0.42575924360194867
adh1,18.5,5.112660754421466,0.45869381246975144
adh1,19.0,5.2608199513560585,0.3847916135850396
adh1,19.5,5.285168266648383,0.3687752580509803
adh1,20.0,5.424484635695283,0.3938551969202592
adh1,20.5,5.574004496191374,0.4497390005152566
adh1,21.0,5.636614660262239,0.42906902586382084
adh1,21.5,5.690729897677853,0.4507670968107667
adh1,22.0,5.723143222141113,0.4650901831691557
adh1,22.5,5.770584913956327,0.4795480522598278
adh1,23.0,5.836192140261034,0.4993479774737272
adh1,23.5,5.850779788044124,0.5136482217943201
